"","deviance"
"LOC107994951",126274.13896534
"LOC133666455",307.264616598632
"LOC133666440",12832.3030242178
"LOC114577130",15443.6351837734
"LOC133666442",18433.3467114098
"LOC133666462",1144.16886893562
"LOC107994906",3240.69501570016
"LOC133666461",9536.81233522963
"LOC114577132",4893.86312139796
"LOC107994904",3255.59052102723
"LOC133666445",1006.46651396613
"LOC114577129",5459.41359777522
"LOC114577133",7260.41950934585
"LOC133666443",4260.32033707031
"LOC133666449",11064.6145508338
"LOC133666459",685.023256984085
"LOC107994753",2251.07740700497
"LOC133666446",1369.73856057126
"LOC107994716",63845.4879860568
"LOC107994965",60156.0711424099
"LOC133666490",14654.8352059124
"LOC107994996",47687.3860193008
"LOC107994997",19381.9258519628
"LOC107994711",55954.2897130388
"LOC107994990",18294.7325908594
"LOC107994991",21586.7520071926
"LOC107994839",62758.094561313
"LOC107994840",13293.7789918797
"LOC133666488",57771.9076242847
"LOC107994842",2170.80172230322
"LOC107994718",51838.7954676757
"LOC107994721",56772.0056273302
"LOC107994739",51708.4324940848
"LOC107994682",37414.1474879502
"LOC107994681",16907.6354044844
"LOC107994693",42790.654826441
"LOC107994695",59119.2939177941
"LOC107994968",48898.8488056401
"LOC107994738",435.659326513187
"LOC107994698",49646.5164432647
